,task,model,pattern,tot_score,%_score
722,temporal1,xglm_one_2beam,P1|P2|NEG|N1|N2,0,0.0
723,temporal1,xglm_one_2beam,P1|P2|NEG|N2,0,0.0
724,temporal1,xglm_zero_1beam,P1,2236,0.7453333333333333
725,temporal1,xglm_zero_1beam,P1|N1,1912,0.6373333333333333
726,temporal1,xglm_zero_1beam,P1|N1|N2,1785,0.595
727,temporal1,xglm_zero_1beam,P1|N2,2030,0.6766666666666666
728,temporal1,xglm_zero_1beam,P1|P2|NEG,1505,0.5016666666666667
729,temporal1,xglm_zero_1beam,P1|P2|NEG|N1,1394,0.4646666666666667
730,temporal1,xglm_zero_1beam,P1|P2|NEG|N1|N2,1388,0.46266666666666667
731,temporal1,xglm_zero_1beam,P1|P2|NEG|N2,1483,0.49433333333333335
732,temporal1,xglm_zero_2beam,P1,2295,0.765
733,temporal1,xglm_zero_2beam,P1|N1,871,0.29033333333333333
734,temporal1,xglm_zero_2beam,P1|N1|N2,759,0.253
735,temporal1,xglm_zero_2beam,P1|N2,1346,0.44866666666666666
736,temporal1,xglm_zero_2beam,P1|P2|NEG,1053,0.351
737,temporal1,xglm_zero_2beam,P1|P2|NEG|N1,564,0.188
738,temporal1,xglm_zero_2beam,P1|P2|NEG|N1|N2,556,0.18533333333333332
739,temporal1,xglm_zero_2beam,P1|P2|NEG|N2,1012,0.3373333333333333
740,temporal2,mgpt_alt_1beam,P1,2641,0.8803333333333333
741,temporal2,mgpt_alt_1beam,P1|N1,49,0.01633333333333333
742,temporal2,mgpt_alt_1beam,P1|N1|N2,43,0.014333333333333333
743,temporal2,mgpt_alt_1beam,P1|N2,2321,0.7736666666666666
744,temporal2,mgpt_alt_1beam,P1|P2|NEG,25,0.008333333333333333
745,temporal2,mgpt_alt_1beam,P1|P2|NEG|N1,6,0.002
746,temporal2,mgpt_alt_1beam,P1|P2|NEG|N1|N2,6,0.002
747,temporal2,mgpt_alt_1beam,P1|P2|NEG|N2,20,0.006666666666666667
748,temporal2,mgpt_one_1beam,P1,1019,0.3396666666666667
749,temporal2,mgpt_one_1beam,P1|N1,1011,0.337
750,temporal2,mgpt_one_1beam,P1|N1|N2,1011,0.337
751,temporal2,mgpt_one_1beam,P1|N2,1012,0.3373333333333333
752,temporal2,mgpt_one_1beam,P1|P2|NEG,1,0.0003333333333333333
753,temporal2,mgpt_one_1beam,P1|P2|NEG|N1,1,0.0003333333333333333
754,temporal2,mgpt_one_1beam,P1|P2|NEG|N1|N2,1,0.0003333333333333333
755,temporal2,mgpt_one_1beam,P1|P2|NEG|N2,1,0.0003333333333333333
756,temporal2,mgpt_zero_1beam,P1,2055,0.685
757,temporal2,mgpt_zero_1beam,P1|N1,1499,0.49966666666666665
758,temporal2,mgpt_zero_1beam,P1|N1|N2,1430,0.4766666666666667
759,temporal2,mgpt_zero_1beam,P1|N2,1869,0.623
760,temporal2,mgpt_zero_1beam,P1|P2|NEG,806,0.26866666666666666
761,temporal2,mgpt_zero_1beam,P1|P2|NEG|N1,674,0.22466666666666665
762,temporal2,mgpt_zero_1beam,P1|P2|NEG|N1|N2,651,0.217
763,temporal2,mgpt_zero_1beam,P1|P2|NEG|N2,768,0.256
764,temporal2,xglm1.7B_zero_1beam,P1,1633,0.5443333333333333
765,temporal2,xglm1.7B_zero_1beam,P1|N1,1298,0.43266666666666664
766,temporal2,xglm1.7B_zero_1beam,P1|N1|N2,1251,0.417
767,temporal2,xglm1.7B_zero_1beam,P1|N2,1353,0.451
768,temporal2,xglm1.7B_zero_1beam,P1|P2|NEG,165,0.055
769,temporal2,xglm1.7B_zero_1beam,P1|P2|NEG|N1,106,0.035333333333333335
770,temporal2,xglm1.7B_zero_1beam,P1|P2|NEG|N1|N2,92,0.030666666666666665
771,temporal2,xglm1.7B_zero_1beam,P1|P2|NEG|N2,142,0.04733333333333333
772,temporal2,xglm_alt_one_1beam,P1,1331,0.44366666666666665
773,temporal2,xglm_alt_one_1beam,P1|N1,133,0.044333333333333336
774,temporal2,xglm_alt_one_1beam,P1|N1|N2,130,0.043333333333333335
775,temporal2,xglm_alt_one_1beam,P1|N2,1328,0.44266666666666665
776,temporal2,xglm_alt_one_1beam,P1|P2|NEG,18,0.006
777,temporal2,xglm_alt_one_1beam,P1|P2|NEG|N1,9,0.003
778,temporal2,xglm_alt_one_1beam,P1|P2|NEG|N1|N2,9,0.003
779,temporal2,xglm_alt_one_1beam,P1|P2|NEG|N2,18,0.006
780,temporal2,xglm_alt_one_2beam,P1,1458,0.486
781,temporal2,xglm_alt_one_2beam,P1|N1,259,0.08633333333333333
782,temporal2,xglm_alt_one_2beam,P1|N1|N2,246,0.082
783,temporal2,xglm_alt_one_2beam,P1|N2,1437,0.479
784,temporal2,xglm_alt_one_2beam,P1|P2|NEG,0,0.0
785,temporal2,xglm_alt_one_2beam,P1|P2|NEG|N1,0,0.0
786,temporal2,xglm_alt_one_2beam,P1|P2|NEG|N1|N2,0,0.0
787,temporal2,xglm_alt_one_2beam,P1|P2|NEG|N2,0,0.0
788,temporal2,xglm_one_1beam,P1,991,0.3303333333333333
789,temporal2,xglm_one_1beam,P1|N1,991,0.3303333333333333
790,temporal2,xglm_one_1beam,P1|N1|N2,991,0.3303333333333333
791,temporal2,xglm_one_1beam,P1|N2,991,0.3303333333333333
792,temporal2,xglm_one_1beam,P1|P2|NEG,0,0.0
793,temporal2,xglm_one_1beam,P1|P2|NEG|N1,0,0.0
794,temporal2,xglm_one_1beam,P1|P2|NEG|N1|N2,0,0.0
795,temporal2,xglm_one_1beam,P1|P2|NEG|N2,0,0.0
796,temporal2,xglm_one_2beam,P1,952,0.31733333333333336
797,temporal2,xglm_one_2beam,P1|N1,933,0.311
798,temporal2,xglm_one_2beam,P1|N1|N2,933,0.311
799,temporal2,xglm_one_2beam,P1|N2,952,0.31733333333333336
800,temporal2,xglm_one_2beam,P1|P2|NEG,0,0.0
801,temporal2,xglm_one_2beam,P1|P2|NEG|N1,0,0.0
802,temporal2,xglm_one_2beam,P1|P2|NEG|N1|N2,0,0.0
803,temporal2,xglm_one_2beam,P1|P2|NEG|N2,0,0.0
804,temporal2,xglm_zero_1beam,P1,2153,0.7176666666666667
805,temporal2,xglm_zero_1beam,P1|N1,1391,0.46366666666666667
806,temporal2,xglm_zero_1beam,P1|N1|N2,1271,0.4236666666666667
807,temporal2,xglm_zero_1beam,P1|N2,1561,0.5203333333333333
808,temporal2,xglm_zero_1beam,P1|P2|NEG,1149,0.383
809,temporal2,xglm_zero_1beam,P1|P2|NEG|N1,1009,0.3363333333333333
810,temporal2,xglm_zero_1beam,P1|P2|NEG|N1|N2,997,0.3323333333333333
811,temporal2,xglm_zero_1beam,P1|P2|NEG|N2,1120,0.37333333333333335
812,temporal2,xglm_zero_2beam,P1,2470,0.8233333333333334
813,temporal2,xglm_zero_2beam,P1|N1,648,0.216
814,temporal2,xglm_zero_2beam,P1|N1|N2,531,0.177
815,temporal2,xglm_zero_2beam,P1|N2,994,0.3313333333333333
816,temporal2,xglm_zero_2beam,P1|P2|NEG,880,0.29333333333333333
817,temporal2,xglm_zero_2beam,P1|P2|NEG|N1,483,0.161
818,temporal2,xglm_zero_2beam,P1|P2|NEG|N1|N2,471,0.157
819,temporal2,xglm_zero_2beam,P1|P2|NEG|N2,842,0.2806666666666667
